date,GRMN stock,isPartial
2017-06-01,100,False
2017-06-02,52,False
2017-06-03,0,False
2017-06-04,0,False
2017-06-05,49,False
2017-06-06,48,False
2017-06-07,48,False
2017-06-08,0,False
2017-06-09,0,False
2017-06-10,0,False
2017-06-11,58,False
2017-06-12,47,False
2017-06-13,47,False
2017-06-14,48,False
2017-06-15,0,False
2017-06-16,0,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,48,False
2017-06-20,0,False
2017-06-21,47,False
2017-06-22,0,False
2017-06-23,0,False
2017-06-24,57,False
2017-06-25,0,False
2017-06-26,98,False
2017-06-27,100,False
2017-06-28,51,False
2017-06-29,0,False
2017-06-30,51,False
