date,IBM stock,isPartial
2012-06-01,95,False
2012-06-02,41,False
2012-06-03,33,False
2012-06-04,98,False
2012-06-05,86,False
2012-06-06,99,False
2012-06-07,74,False
2012-06-08,86,False
2012-06-09,52,False
2012-06-10,29,False
2012-06-11,56,False
2012-06-12,74,False
2012-06-13,87,False
2012-06-14,73,False
2012-06-15,82,False
2012-06-16,75,False
2012-06-17,23,False
2012-06-18,98,False
2012-06-19,59,False
2012-06-20,85,False
2012-06-21,91,False
2012-06-22,96,False
2012-06-23,27,False
2012-06-24,28,False
2012-06-25,77,False
2012-06-26,99,False
2012-06-27,91,False
2012-06-28,98,False
2012-06-29,100,False
2012-06-30,42,False
