date,MSFT stock,isPartial
2015-06-01,73,False
2015-06-02,84,False
2015-06-03,79,False
2015-06-04,47,False
2015-06-05,79,False
2015-06-06,24,False
2015-06-07,42,False
2015-06-08,69,False
2015-06-09,54,False
2015-06-10,79,False
2015-06-11,85,False
2015-06-12,79,False
2015-06-13,36,False
2015-06-14,24,False
2015-06-15,63,False
2015-06-16,63,False
2015-06-17,84,False
2015-06-18,75,False
2015-06-19,52,False
2015-06-20,30,False
2015-06-21,30,False
2015-06-22,69,False
2015-06-23,50,False
2015-06-24,65,False
2015-06-25,66,False
2015-06-26,100,False
2015-06-27,24,False
2015-06-28,30,False
2015-06-29,55,False
2015-06-30,55,False
