date,MAT stock,isPartial
2013-03-01,0,False
2013-03-02,47,False
2013-03-03,0,False
2013-03-04,80,False
2013-03-05,60,False
2013-03-06,40,False
2013-03-07,40,False
2013-03-08,42,False
2013-03-09,0,False
2013-03-10,46,False
2013-03-11,79,False
2013-03-12,39,False
2013-03-13,39,False
2013-03-14,0,False
2013-03-15,61,False
2013-03-16,0,False
2013-03-17,46,False
2013-03-18,39,False
2013-03-19,39,False
2013-03-20,40,False
2013-03-21,0,False
2013-03-22,41,False
2013-03-23,47,False
2013-03-24,46,False
2013-03-25,39,False
2013-03-26,39,False
2013-03-27,82,False
2013-03-28,42,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,100,False
