date,IBM stock,isPartial
2017-06-01,62,False
2017-06-02,100,False
2017-06-03,43,False
2017-06-04,26,False
2017-06-05,85,False
2017-06-06,70,False
2017-06-07,82,False
2017-06-08,71,False
2017-06-09,82,False
2017-06-10,37,False
2017-06-11,19,False
2017-06-12,99,False
2017-06-13,86,False
2017-06-14,78,False
2017-06-15,73,False
2017-06-16,83,False
2017-06-17,29,False
2017-06-18,13,False
2017-06-19,88,False
2017-06-20,93,False
2017-06-21,78,False
2017-06-22,66,False
2017-06-23,86,False
2017-06-24,20,False
2017-06-25,40,False
2017-06-26,94,False
2017-06-27,71,False
2017-06-28,87,False
2017-06-29,100,False
2017-06-30,70,False
