date,MU stock,isPartial
2019-01-01,21,False
2019-01-02,71,False
2019-01-03,76,False
2019-01-04,73,False
2019-01-05,19,False
2019-01-06,8,False
2019-01-07,83,False
2019-01-08,72,False
2019-01-09,88,False
2019-01-10,92,False
2019-01-11,69,False
2019-01-12,17,False
2019-01-13,14,False
2019-01-14,66,False
2019-01-15,72,False
2019-01-16,60,False
2019-01-17,62,False
2019-01-18,76,False
2019-01-19,25,False
2019-01-20,11,False
2019-01-21,24,False
2019-01-22,59,False
2019-01-23,61,False
2019-01-24,89,False
2019-01-25,100,False
2019-01-26,26,False
2019-01-27,18,False
2019-01-28,76,False
2019-01-29,75,False
2019-01-30,79,False
2019-01-31,79,False
