date,DIS stock,isPartial
2012-06-01,69,False
2012-06-02,0,False
2012-06-03,0,False
2012-06-04,33,False
2012-06-05,33,False
2012-06-06,33,False
2012-06-07,34,False
2012-06-08,35,False
2012-06-09,41,False
2012-06-10,0,False
2012-06-11,33,False
2012-06-12,81,False
2012-06-13,33,False
2012-06-14,0,False
2012-06-15,35,False
2012-06-16,41,False
2012-06-17,82,False
2012-06-18,33,False
2012-06-19,33,False
2012-06-20,33,False
2012-06-21,100,False
2012-06-22,35,False
2012-06-23,42,False
2012-06-24,41,False
2012-06-25,82,False
2012-06-26,65,False
2012-06-27,33,False
2012-06-28,50,False
2012-06-29,53,False
2012-06-30,0,False
