date,SYMC stock,isPartial
2014-08-01,0,False
2014-08-02,0,False
2014-08-03,0,False
2014-08-04,46,False
2014-08-05,46,False
2014-08-06,46,False
2014-08-07,0,False
2014-08-08,66,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,0,False
2014-08-12,91,False
2014-08-13,45,False
2014-08-14,47,False
2014-08-15,100,False
2014-08-16,56,False
2014-08-17,55,False
2014-08-18,46,False
2014-08-19,91,False
2014-08-20,45,False
2014-08-21,46,False
2014-08-22,47,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,45,False
2014-08-26,44,False
2014-08-27,0,False
2014-08-28,45,False
2014-08-29,0,False
2014-08-30,54,False
2014-08-31,53,False
