date,TSLA stock,isPartial
2014-05-01,36,False
2014-05-02,33,False
2014-05-03,5,False
2014-05-04,12,False
2014-05-05,30,False
2014-05-06,31,False
2014-05-07,58,False
2014-05-08,100,False
2014-05-09,66,False
2014-05-10,16,False
2014-05-11,9,False
2014-05-12,41,False
2014-05-13,35,False
2014-05-14,55,False
2014-05-15,38,False
2014-05-16,30,False
2014-05-17,14,False
2014-05-18,6,False
2014-05-19,32,False
2014-05-20,42,False
2014-05-21,29,False
2014-05-22,31,False
2014-05-23,40,False
2014-05-24,8,False
2014-05-25,7,False
2014-05-26,9,False
2014-05-27,38,False
2014-05-28,32,False
2014-05-29,37,False
2014-05-30,23,False
2014-05-31,12,False
