date,MAT stock,isPartial
2014-11-01,73,False
2014-11-02,34,False
2014-11-03,59,False
2014-11-04,44,False
2014-11-05,29,False
2014-11-06,59,False
2014-11-07,78,False
2014-11-08,69,False
2014-11-09,69,False
2014-11-10,39,False
2014-11-11,29,False
2014-11-12,29,False
2014-11-13,58,False
2014-11-14,76,False
2014-11-15,35,False
2014-11-16,34,False
2014-11-17,58,False
2014-11-18,52,False
2014-11-19,60,False
2014-11-20,59,False
2014-11-21,30,False
2014-11-22,69,False
2014-11-23,50,False
2014-11-24,58,False
2014-11-25,58,False
2014-11-26,0,False
2014-11-27,31,False
2014-11-28,51,False
2014-11-29,57,False
2014-11-30,100,False
