date,HAS stock,isPartial
2018-07-01,54,False
2018-07-02,53,False
2018-07-03,57,False
2018-07-04,43,False
2018-07-05,59,False
2018-07-06,60,False
2018-07-07,45,False
2018-07-08,35,False
2018-07-09,76,False
2018-07-10,49,False
2018-07-11,71,False
2018-07-12,63,False
2018-07-13,57,False
2018-07-14,52,False
2018-07-15,56,False
2018-07-16,72,False
2018-07-17,61,False
2018-07-18,48,False
2018-07-19,72,False
2018-07-20,65,False
2018-07-21,60,False
2018-07-22,56,False
2018-07-23,92,False
2018-07-24,91,False
2018-07-25,71,False
2018-07-26,100,False
2018-07-27,70,False
2018-07-28,57,False
2018-07-29,60,False
2018-07-30,66,False
2018-07-31,51,False
