date,SIRI stock,isPartial
2012-01-01,35,False
2012-01-02,27,False
2012-01-03,52,False
2012-01-04,80,False
2012-01-05,100,False
2012-01-06,95,False
2012-01-07,34,False
2012-01-08,35,False
2012-01-09,64,False
2012-01-10,63,False
2012-01-11,51,False
2012-01-12,43,False
2012-01-13,95,False
2012-01-14,39,False
2012-01-15,24,False
2012-01-16,37,False
2012-01-17,87,False
2012-01-18,73,False
2012-01-19,56,False
2012-01-20,96,False
2012-01-21,32,False
2012-01-22,19,False
2012-01-23,52,False
2012-01-24,50,False
2012-01-25,69,False
2012-01-26,59,False
2012-01-27,47,False
2012-01-28,22,False
2012-01-29,14,False
2012-01-30,41,False
2012-01-31,38,False
