date,SIRI stock,isPartial
2015-12-01,43,False
2015-12-02,36,False
2015-12-03,37,False
2015-12-04,38,False
2015-12-05,26,False
2015-12-06,8,False
2015-12-07,29,False
2015-12-08,29,False
2015-12-09,43,False
2015-12-10,55,False
2015-12-11,45,False
2015-12-12,13,False
2015-12-13,17,False
2015-12-14,57,False
2015-12-15,100,False
2015-12-16,56,False
2015-12-17,42,False
2015-12-18,36,False
2015-12-19,13,False
2015-12-20,22,False
2015-12-21,38,False
2015-12-22,16,False
2015-12-23,25,False
2015-12-24,46,False
2015-12-25,15,False
2015-12-26,18,False
2015-12-27,18,False
2015-12-28,51,False
2015-12-29,43,False
2015-12-30,36,False
2015-12-31,53,False
