date,AAPL stock,isPartial
2017-08-01,75,False
2017-08-02,100,False
2017-08-03,49,False
2017-08-04,34,False
2017-08-05,7,False
2017-08-06,4,False
2017-08-07,33,False
2017-08-08,40,False
2017-08-09,33,False
2017-08-10,34,False
2017-08-11,34,False
2017-08-12,6,False
2017-08-13,5,False
2017-08-14,30,False
2017-08-15,36,False
2017-08-16,32,False
2017-08-17,27,False
2017-08-18,30,False
2017-08-19,6,False
2017-08-20,5,False
2017-08-21,26,False
2017-08-22,27,False
2017-08-23,23,False
2017-08-24,25,False
2017-08-25,23,False
2017-08-26,6,False
2017-08-27,4,False
2017-08-28,27,False
2017-08-29,28,False
2017-08-30,31,False
2017-08-31,30,False
