date,EA stock,isPartial
2016-03-01,58,False
2016-03-02,63,False
2016-03-03,100,False
2016-03-04,61,False
2016-03-05,62,False
2016-03-06,15,False
2016-03-07,59,False
2016-03-08,45,False
2016-03-09,41,False
2016-03-10,51,False
2016-03-11,43,False
2016-03-12,32,False
2016-03-13,23,False
2016-03-14,59,False
2016-03-15,86,False
2016-03-16,54,False
2016-03-17,63,False
2016-03-18,58,False
2016-03-19,24,False
2016-03-20,23,False
2016-03-21,28,False
2016-03-22,41,False
2016-03-23,33,False
2016-03-24,54,False
2016-03-25,20,False
2016-03-26,25,False
2016-03-27,33,False
2016-03-28,43,False
2016-03-29,77,False
2016-03-30,41,False
2016-03-31,27,False
