date,INTC stock,isPartial
2018-02-01,85,False
2018-02-02,70,False
2018-02-03,20,False
2018-02-04,10,False
2018-02-05,75,False
2018-02-06,100,False
2018-02-07,73,False
2018-02-08,74,False
2018-02-09,82,False
2018-02-10,33,False
2018-02-11,5,False
2018-02-12,61,False
2018-02-13,52,False
2018-02-14,76,False
2018-02-15,63,False
2018-02-16,76,False
2018-02-17,15,False
2018-02-18,5,False
2018-02-19,28,False
2018-02-20,56,False
2018-02-21,47,False
2018-02-22,50,False
2018-02-23,56,False
2018-02-24,35,False
2018-02-25,3,False
2018-02-26,58,False
2018-02-27,73,False
2018-02-28,93,False
