date,ATVI stock,isPartial
2018-05-01,18,False
2018-05-02,38,False
2018-05-03,100,False
2018-05-04,72,False
2018-05-05,14,False
2018-05-06,14,False
2018-05-07,28,False
2018-05-08,27,False
2018-05-09,31,False
2018-05-10,33,False
2018-05-11,14,False
2018-05-12,6,False
2018-05-13,0,False
2018-05-14,17,False
2018-05-15,20,False
2018-05-16,19,False
2018-05-17,30,False
2018-05-18,18,False
2018-05-19,6,False
2018-05-20,8,False
2018-05-21,27,False
2018-05-22,22,False
2018-05-23,24,False
2018-05-24,25,False
2018-05-25,17,False
2018-05-26,8,False
2018-05-27,4,False
2018-05-28,12,False
2018-05-29,24,False
2018-05-30,21,False
2018-05-31,20,False
