date,WDC stock,isPartial
2016-08-01,71,False
2016-08-02,100,False
2016-08-03,46,False
2016-08-04,41,False
2016-08-05,60,False
2016-08-06,12,False
2016-08-07,0,False
2016-08-08,31,False
2016-08-09,20,False
2016-08-10,26,False
2016-08-11,53,False
2016-08-12,16,False
2016-08-13,0,False
2016-08-14,12,False
2016-08-15,55,False
2016-08-16,37,False
2016-08-17,38,False
2016-08-18,38,False
2016-08-19,11,False
2016-08-20,12,False
2016-08-21,0,False
2016-08-22,26,False
2016-08-23,53,False
2016-08-24,20,False
2016-08-25,35,False
2016-08-26,42,False
2016-08-27,12,False
2016-08-28,23,False
2016-08-29,25,False
2016-08-30,15,False
2016-08-31,30,False
