date,HD stock,isPartial
2017-09-01,55,False
2017-09-02,37,False
2017-09-03,26,False
2017-09-04,17,False
2017-09-05,50,False
2017-09-06,59,False
2017-09-07,75,False
2017-09-08,100,False
2017-09-09,43,False
2017-09-10,31,False
2017-09-11,97,False
2017-09-12,72,False
2017-09-13,72,False
2017-09-14,77,False
2017-09-15,67,False
2017-09-16,30,False
2017-09-17,22,False
2017-09-18,61,False
2017-09-19,61,False
2017-09-20,55,False
2017-09-21,59,False
2017-09-22,51,False
2017-09-23,20,False
2017-09-24,19,False
2017-09-25,41,False
2017-09-26,53,False
2017-09-27,53,False
2017-09-28,47,False
2017-09-29,56,False
2017-09-30,29,False
