date,IBM stock,isPartial
2017-09-01,93,False
2017-09-02,44,False
2017-09-03,20,False
2017-09-04,28,False
2017-09-05,69,False
2017-09-06,98,False
2017-09-07,84,False
2017-09-08,94,False
2017-09-09,37,False
2017-09-10,29,False
2017-09-11,98,False
2017-09-12,91,False
2017-09-13,100,False
2017-09-14,83,False
2017-09-15,88,False
2017-09-16,34,False
2017-09-17,37,False
2017-09-18,72,False
2017-09-19,89,False
2017-09-20,62,False
2017-09-21,75,False
2017-09-22,53,False
2017-09-23,41,False
2017-09-24,28,False
2017-09-25,67,False
2017-09-26,90,False
2017-09-27,87,False
2017-09-28,69,False
2017-09-29,90,False
2017-09-30,36,False
