date,SBUX stock,isPartial
2015-09-01,66,False
2015-09-02,100,False
2015-09-03,73,False
2015-09-04,79,False
2015-09-05,34,False
2015-09-06,23,False
2015-09-07,25,False
2015-09-08,56,False
2015-09-09,70,False
2015-09-10,33,False
2015-09-11,99,False
2015-09-12,22,False
2015-09-13,11,False
2015-09-14,51,False
2015-09-15,60,False
2015-09-16,47,False
2015-09-17,51,False
2015-09-18,54,False
2015-09-19,33,False
2015-09-20,22,False
2015-09-21,27,False
2015-09-22,56,False
2015-09-23,51,False
2015-09-24,48,False
2015-09-25,84,False
2015-09-26,11,False
2015-09-27,11,False
2015-09-28,27,False
2015-09-29,55,False
2015-09-30,83,False
