date,BA stock,isPartial
2015-10-01,18,False
2015-10-02,42,False
2015-10-03,31,False
2015-10-04,15,False
2015-10-05,31,False
2015-10-06,52,False
2015-10-07,22,False
2015-10-08,40,False
2015-10-09,41,False
2015-10-10,10,False
2015-10-11,10,False
2015-10-12,22,False
2015-10-13,69,False
2015-10-14,52,False
2015-10-15,27,False
2015-10-16,27,False
2015-10-17,26,False
2015-10-18,0,False
2015-10-19,13,False
2015-10-20,60,False
2015-10-21,100,False
2015-10-22,79,False
2015-10-23,64,False
2015-10-24,21,False
2015-10-25,10,False
2015-10-26,43,False
2015-10-27,74,False
2015-10-28,77,False
2015-10-29,79,False
2015-10-30,46,False
2015-10-31,21,False
