date,HD stock,isPartial
2012-03-01,38,False
2012-03-02,29,False
2012-03-03,11,False
2012-03-04,22,False
2012-03-05,38,False
2012-03-06,27,False
2012-03-07,45,False
2012-03-08,73,False
2012-03-09,29,False
2012-03-10,44,False
2012-03-11,65,False
2012-03-12,9,False
2012-03-13,27,False
2012-03-14,36,False
2012-03-15,28,False
2012-03-16,19,False
2012-03-17,44,False
2012-03-18,22,False
2012-03-19,100,False
2012-03-20,36,False
2012-03-21,36,False
2012-03-22,19,False
2012-03-23,19,False
2012-03-24,56,False
2012-03-25,11,False
2012-03-26,55,False
2012-03-27,63,False
2012-03-28,83,False
2012-03-29,46,False
2012-03-30,19,False
2012-03-31,55,False
