date,MCD stock,isPartial
2013-02-01,100,False
2013-02-02,35,False
2013-02-03,17,False
2013-02-04,15,False
2013-02-05,59,False
2013-02-06,15,False
2013-02-07,74,False
2013-02-08,84,False
2013-02-09,18,False
2013-02-10,0,False
2013-02-11,81,False
2013-02-12,53,False
2013-02-13,51,False
2013-02-14,76,False
2013-02-15,46,False
2013-02-16,35,False
2013-02-17,17,False
2013-02-18,44,False
2013-02-19,51,False
2013-02-20,29,False
2013-02-21,44,False
2013-02-22,53,False
2013-02-23,34,False
2013-02-24,34,False
2013-02-25,63,False
2013-02-26,35,False
2013-02-27,51,False
2013-02-28,58,False
