date,MCD stock,isPartial
2018-04-01,7,False
2018-04-02,36,False
2018-04-03,43,False
2018-04-04,26,False
2018-04-05,45,False
2018-04-06,22,False
2018-04-07,20,False
2018-04-08,13,False
2018-04-09,33,False
2018-04-10,31,False
2018-04-11,35,False
2018-04-12,44,False
2018-04-13,18,False
2018-04-14,7,False
2018-04-15,8,False
2018-04-16,34,False
2018-04-17,30,False
2018-04-18,31,False
2018-04-19,29,False
2018-04-20,29,False
2018-04-21,4,False
2018-04-22,4,False
2018-04-23,20,False
2018-04-24,24,False
2018-04-25,31,False
2018-04-26,33,False
2018-04-27,39,False
2018-04-28,22,False
2018-04-29,10,False
2018-04-30,100,False
