date,FB stock,isPartial
2018-01-01,5,False
2018-01-02,30,False
2018-01-03,42,False
2018-01-04,36,False
2018-01-05,43,False
2018-01-06,13,False
2018-01-07,6,False
2018-01-08,36,False
2018-01-09,46,False
2018-01-10,31,False
2018-01-11,36,False
2018-01-12,80,False
2018-01-13,26,False
2018-01-14,12,False
2018-01-15,25,False
2018-01-16,52,False
2018-01-17,46,False
2018-01-18,50,False
2018-01-19,45,False
2018-01-20,13,False
2018-01-21,7,False
2018-01-22,40,False
2018-01-23,58,False
2018-01-24,50,False
2018-01-25,45,False
2018-01-26,48,False
2018-01-27,12,False
2018-01-28,4,False
2018-01-29,39,False
2018-01-30,51,False
2018-01-31,100,False
