date,HD stock,isPartial
2012-08-01,41,False
2012-08-02,100,False
2012-08-03,18,False
2012-08-04,0,False
2012-08-05,30,False
2012-08-06,33,False
2012-08-07,41,False
2012-08-08,73,False
2012-08-09,33,False
2012-08-10,9,False
2012-08-11,10,False
2012-08-12,52,False
2012-08-13,66,False
2012-08-14,41,False
2012-08-15,52,False
2012-08-16,42,False
2012-08-17,87,False
2012-08-18,21,False
2012-08-19,31,False
2012-08-20,25,False
2012-08-21,58,False
2012-08-22,57,False
2012-08-23,100,False
2012-08-24,52,False
2012-08-25,30,False
2012-08-26,58,False
2012-08-27,32,False
2012-08-28,24,False
2012-08-29,40,False
2012-08-30,41,False
2012-08-31,17,False
