date,MCD stock,isPartial
2014-04-01,58,False
2014-04-02,33,False
2014-04-03,58,False
2014-04-04,78,False
2014-04-05,20,False
2014-04-06,20,False
2014-04-07,49,False
2014-04-08,67,False
2014-04-09,17,False
2014-04-10,68,False
2014-04-11,45,False
2014-04-12,20,False
2014-04-13,20,False
2014-04-14,51,False
2014-04-15,59,False
2014-04-16,43,False
2014-04-17,36,False
2014-04-18,29,False
2014-04-19,21,False
2014-04-20,32,False
2014-04-21,46,False
2014-04-22,100,False
2014-04-23,84,False
2014-04-24,34,False
2014-04-25,80,False
2014-04-26,40,False
2014-04-27,0,False
2014-04-28,33,False
2014-04-29,33,False
2014-04-30,60,False
