date,EBAY stock,isPartial
2012-02-01,100,False
2012-02-02,56,False
2012-02-03,84,False
2012-02-04,67,False
2012-02-05,64,False
2012-02-06,64,False
2012-02-07,59,False
2012-02-08,55,False
2012-02-09,69,False
2012-02-10,39,False
2012-02-11,78,False
2012-02-12,66,False
2012-02-13,65,False
2012-02-14,52,False
2012-02-15,50,False
2012-02-16,52,False
2012-02-17,75,False
2012-02-18,58,False
2012-02-19,68,False
2012-02-20,70,False
2012-02-21,81,False
2012-02-22,76,False
2012-02-23,65,False
2012-02-24,64,False
2012-02-25,72,False
2012-02-26,67,False
2012-02-27,66,False
2012-02-28,75,False
2012-02-29,90,False
