date,TSLA stock,isPartial
2015-01-01,14,False
2015-01-02,54,False
2015-01-03,13,False
2015-01-04,13,False
2015-01-05,32,False
2015-01-06,45,False
2015-01-07,42,False
2015-01-08,29,False
2015-01-09,47,False
2015-01-10,8,False
2015-01-11,10,False
2015-01-12,36,False
2015-01-13,38,False
2015-01-14,100,False
2015-01-15,75,False
2015-01-16,47,False
2015-01-17,13,False
2015-01-18,4,False
2015-01-19,32,False
2015-01-20,66,False
2015-01-21,45,False
2015-01-22,56,False
2015-01-23,64,False
2015-01-24,8,False
2015-01-25,17,False
2015-01-26,32,False
2015-01-27,51,False
2015-01-28,45,False
2015-01-29,50,False
2015-01-30,48,False
2015-01-31,17,False
