date,PHG stock,isPartial
2017-05-01,51,False
2017-05-02,93,False
2017-05-03,69,False
2017-05-04,47,False
2017-05-05,49,False
2017-05-06,54,False
2017-05-07,0,False
2017-05-08,0,False
2017-05-09,46,False
2017-05-10,0,False
2017-05-11,47,False
2017-05-12,49,False
2017-05-13,0,False
2017-05-14,0,False
2017-05-15,49,False
2017-05-16,100,False
2017-05-17,49,False
2017-05-18,49,False
2017-05-19,52,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,50,False
2017-05-23,0,False
2017-05-24,50,False
2017-05-25,51,False
2017-05-26,0,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,51,False
2017-05-30,0,False
2017-05-31,50,False
