date,WDC stock,isPartial
2015-07-01,100,False
2015-07-02,45,False
2015-07-03,40,False
2015-07-04,41,False
2015-07-05,27,False
2015-07-06,73,False
2015-07-07,29,False
2015-07-08,44,False
2015-07-09,56,False
2015-07-10,23,False
2015-07-11,27,False
2015-07-12,27,False
2015-07-13,37,False
2015-07-14,81,False
2015-07-15,56,False
2015-07-16,53,False
2015-07-17,40,False
2015-07-18,29,False
2015-07-19,43,False
2015-07-20,35,False
2015-07-21,44,False
2015-07-22,44,False
2015-07-23,30,False
2015-07-24,38,False
2015-07-25,26,False
2015-07-26,0,False
2015-07-27,22,False
2015-07-28,22,False
2015-07-29,51,False
2015-07-30,52,False
2015-07-31,69,False
