date,KO stock,isPartial
2012-04-01,0,False
2012-04-02,10,False
2012-04-03,20,False
2012-04-04,21,False
2012-04-05,11,False
2012-04-06,23,False
2012-04-07,25,False
2012-04-08,26,False
2012-04-09,12,False
2012-04-10,21,False
2012-04-11,0,False
2012-04-12,20,False
2012-04-13,11,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,20,False
2012-04-17,20,False
2012-04-18,29,False
2012-04-19,30,False
2012-04-20,42,False
2012-04-21,48,False
2012-04-22,0,False
2012-04-23,48,False
2012-04-24,30,False
2012-04-25,40,False
2012-04-26,100,False
2012-04-27,74,False
2012-04-28,12,False
2012-04-29,37,False
2012-04-30,52,False
