date,MSFT stock,isPartial
2015-03-01,22,False
2015-03-02,100,False
2015-03-03,74,False
2015-03-04,65,False
2015-03-05,88,False
2015-03-06,66,False
2015-03-07,26,False
2015-03-08,20,False
2015-03-09,65,False
2015-03-10,74,False
2015-03-11,69,False
2015-03-12,78,False
2015-03-13,93,False
2015-03-14,31,False
2015-03-15,28,False
2015-03-16,67,False
2015-03-17,79,False
2015-03-18,65,False
2015-03-19,62,False
2015-03-20,79,False
2015-03-21,34,False
2015-03-22,8,False
2015-03-23,81,False
2015-03-24,64,False
2015-03-25,53,False
2015-03-26,75,False
2015-03-27,78,False
2015-03-28,18,False
2015-03-29,15,False
2015-03-30,70,False
2015-03-31,43,False
