date,PFE stock,isPartial
2014-12-01,36,False
2014-12-02,30,False
2014-12-03,37,False
2014-12-04,75,False
2014-12-05,90,False
2014-12-06,15,False
2014-12-07,22,False
2014-12-08,38,False
2014-12-09,49,False
2014-12-10,43,False
2014-12-11,31,False
2014-12-12,39,False
2014-12-13,0,False
2014-12-14,0,False
2014-12-15,37,False
2014-12-16,56,False
2014-12-17,38,False
2014-12-18,33,False
2014-12-19,54,False
2014-12-20,31,False
2014-12-21,0,False
2014-12-22,33,False
2014-12-23,55,False
2014-12-24,100,False
2014-12-25,17,False
2014-12-26,30,False
2014-12-27,15,False
2014-12-28,0,False
2014-12-29,40,False
2014-12-30,40,False
2014-12-31,30,False
