date,COST stock,isPartial
2015-09-01,83,False
2015-09-02,92,False
2015-09-03,81,False
2015-09-04,56,False
2015-09-05,65,False
2015-09-06,48,False
2015-09-07,57,False
2015-09-08,48,False
2015-09-09,77,False
2015-09-10,60,False
2015-09-11,66,False
2015-09-12,35,False
2015-09-13,47,False
2015-09-14,83,False
2015-09-15,86,False
2015-09-16,70,False
2015-09-17,77,False
2015-09-18,92,False
2015-09-19,66,False
2015-09-20,63,False
2015-09-21,63,False
2015-09-22,81,False
2015-09-23,82,False
2015-09-24,84,False
2015-09-25,80,False
2015-09-26,72,False
2015-09-27,62,False
2015-09-28,88,False
2015-09-29,100,False
2015-09-30,79,False
