date,ODP stock,isPartial
2017-05-01,41,False
2017-05-02,38,False
2017-05-03,38,False
2017-05-04,77,False
2017-05-05,66,False
2017-05-06,44,False
2017-05-07,0,False
2017-05-08,0,False
2017-05-09,75,False
2017-05-10,38,False
2017-05-11,39,False
2017-05-12,40,False
2017-05-13,91,False
2017-05-14,0,False
2017-05-15,40,False
2017-05-16,41,False
2017-05-17,41,False
2017-05-18,82,False
2017-05-19,43,False
2017-05-20,48,False
2017-05-21,0,False
2017-05-22,41,False
2017-05-23,60,False
2017-05-24,62,False
2017-05-25,42,False
2017-05-26,58,False
2017-05-27,0,False
2017-05-28,99,False
2017-05-29,0,False
2017-05-30,100,False
2017-05-31,40,False
