date,NVDA stock,isPartial
2016-12-01,33,False
2016-12-02,28,False
2016-12-03,12,False
2016-12-04,4,False
2016-12-05,32,False
2016-12-06,34,False
2016-12-07,28,False
2016-12-08,28,False
2016-12-09,17,False
2016-12-10,6,False
2016-12-11,8,False
2016-12-12,38,False
2016-12-13,32,False
2016-12-14,35,False
2016-12-15,49,False
2016-12-16,34,False
2016-12-17,10,False
2016-12-18,11,False
2016-12-19,42,False
2016-12-20,54,False
2016-12-21,43,False
2016-12-22,39,False
2016-12-23,48,False
2016-12-24,19,False
2016-12-25,8,False
2016-12-26,21,False
2016-12-27,77,False
2016-12-28,94,False
2016-12-29,100,False
2016-12-30,78,False
2016-12-31,21,False
