date,MAT stock,isPartial
2015-12-01,53,False
2015-12-02,18,False
2015-12-03,27,False
2015-12-04,56,False
2015-12-05,54,False
2015-12-06,31,False
2015-12-07,36,False
2015-12-08,54,False
2015-12-09,42,False
2015-12-10,18,False
2015-12-11,31,False
2015-12-12,21,False
2015-12-13,62,False
2015-12-14,29,False
2015-12-15,18,False
2015-12-16,43,False
2015-12-17,19,False
2015-12-18,100,False
2015-12-19,30,False
2015-12-20,22,False
2015-12-21,19,False
2015-12-22,29,False
2015-12-23,51,False
2015-12-24,38,False
2015-12-25,25,False
2015-12-26,23,False
2015-12-27,89,False
2015-12-28,59,False
2015-12-29,46,False
2015-12-30,30,False
2015-12-31,22,False
