date,SBUX stock,isPartial
2015-07-01,27,False
2015-07-02,23,False
2015-07-03,18,False
2015-07-04,0,False
2015-07-05,5,False
2015-07-06,26,False
2015-07-07,34,False
2015-07-08,16,False
2015-07-09,19,False
2015-07-10,21,False
2015-07-11,20,False
2015-07-12,15,False
2015-07-13,30,False
2015-07-14,25,False
2015-07-15,39,False
2015-07-16,40,False
2015-07-17,26,False
2015-07-18,8,False
2015-07-19,5,False
2015-07-20,24,False
2015-07-21,16,False
2015-07-22,47,False
2015-07-23,56,False
2015-07-24,100,False
2015-07-25,12,False
2015-07-26,12,False
2015-07-27,34,False
2015-07-28,38,False
2015-07-29,32,False
2015-07-30,37,False
2015-07-31,26,False
