date,SBUX stock,isPartial
2014-09-01,40,False
2014-09-02,20,False
2014-09-03,30,False
2014-09-04,100,False
2014-09-05,21,False
2014-09-06,72,False
2014-09-07,0,False
2014-09-08,89,False
2014-09-09,19,False
2014-09-10,39,False
2014-09-11,39,False
2014-09-12,82,False
2014-09-13,24,False
2014-09-14,47,False
2014-09-15,39,False
2014-09-16,20,False
2014-09-17,49,False
2014-09-18,20,False
2014-09-19,41,False
2014-09-20,23,False
2014-09-21,0,False
2014-09-22,97,False
2014-09-23,19,False
2014-09-24,0,False
2014-09-25,60,False
2014-09-26,31,False
2014-09-27,0,False
2014-09-28,47,False
2014-09-29,19,False
2014-09-30,39,False
