date,ADBE stock,isPartial
2017-06-01,12,False
2017-06-02,12,False
2017-06-03,27,False
2017-06-04,0,False
2017-06-05,23,False
2017-06-06,19,False
2017-06-07,15,False
2017-06-08,19,False
2017-06-09,24,False
2017-06-10,9,False
2017-06-11,9,False
2017-06-12,26,False
2017-06-13,22,False
2017-06-14,39,False
2017-06-15,16,False
2017-06-16,16,False
2017-06-17,19,False
2017-06-18,9,False
2017-06-19,38,False
2017-06-20,97,False
2017-06-21,100,False
2017-06-22,60,False
2017-06-23,42,False
2017-06-24,18,False
2017-06-25,14,False
2017-06-26,16,False
2017-06-27,16,False
2017-06-28,28,False
2017-06-29,16,False
2017-06-30,37,False
