date,CSCO stock,isPartial
2015-02-01,19,False
2015-02-02,8,False
2015-02-03,25,False
2015-02-04,28,False
2015-02-05,29,False
2015-02-06,12,False
2015-02-07,7,False
2015-02-08,7,False
2015-02-09,34,False
2015-02-10,22,False
2015-02-11,39,False
2015-02-12,100,False
2015-02-13,50,False
2015-02-14,10,False
2015-02-15,7,False
2015-02-16,20,False
2015-02-17,20,False
2015-02-18,23,False
2015-02-19,26,False
2015-02-20,30,False
2015-02-21,10,False
2015-02-22,13,False
2015-02-23,19,False
2015-02-24,36,False
2015-02-25,37,False
2015-02-26,25,False
2015-02-27,15,False
2015-02-28,13,False
