date,MCD stock,isPartial
2016-02-01,55,False
2016-02-02,75,False
2016-02-03,66,False
2016-02-04,67,False
2016-02-05,98,False
2016-02-06,33,False
2016-02-07,30,False
2016-02-08,85,False
2016-02-09,88,False
2016-02-10,87,False
2016-02-11,42,False
2016-02-12,82,False
2016-02-13,24,False
2016-02-14,23,False
2016-02-15,31,False
2016-02-16,44,False
2016-02-17,100,False
2016-02-18,72,False
2016-02-19,57,False
2016-02-20,18,False
2016-02-21,17,False
2016-02-22,37,False
2016-02-23,64,False
2016-02-24,44,False
2016-02-25,69,False
2016-02-26,43,False
2016-02-27,24,False
2016-02-28,12,False
2016-02-29,33,False
