date,PFE stock,isPartial
2014-03-01,17,False
2014-03-02,17,False
2014-03-03,71,False
2014-03-04,59,False
2014-03-05,73,False
2014-03-06,58,False
2014-03-07,68,False
2014-03-08,17,False
2014-03-09,17,False
2014-03-10,51,False
2014-03-11,50,False
2014-03-12,72,False
2014-03-13,50,False
2014-03-14,60,False
2014-03-15,17,False
2014-03-16,17,False
2014-03-17,51,False
2014-03-18,57,False
2014-03-19,22,False
2014-03-20,22,False
2014-03-21,30,False
2014-03-22,33,False
2014-03-23,17,False
2014-03-24,21,False
2014-03-25,35,False
2014-03-26,29,False
2014-03-27,36,False
2014-03-28,75,False
2014-03-29,17,False
2014-03-30,0,False
2014-03-31,100,False
