date,MSFT stock,isPartial
2017-09-01,80,False
2017-09-02,29,False
2017-09-03,8,False
2017-09-04,24,False
2017-09-05,58,False
2017-09-06,78,False
2017-09-07,90,False
2017-09-08,83,False
2017-09-09,28,False
2017-09-10,10,False
2017-09-11,86,False
2017-09-12,83,False
2017-09-13,63,False
2017-09-14,89,False
2017-09-15,100,False
2017-09-16,24,False
2017-09-17,14,False
2017-09-18,81,False
2017-09-19,95,False
2017-09-20,81,False
2017-09-21,78,False
2017-09-22,75,False
2017-09-23,16,False
2017-09-24,20,False
2017-09-25,92,False
2017-09-26,92,False
2017-09-27,58,False
2017-09-28,65,False
2017-09-29,78,False
2017-09-30,26,False
