date,PHG stock,isPartial
2013-01-01,0,False
2013-01-02,0,False
2013-01-03,0,False
2013-01-04,0,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,35,False
2013-01-08,35,False
2013-01-09,0,False
2013-01-10,0,False
2013-01-11,71,False
2013-01-12,0,False
2013-01-13,40,False
2013-01-14,34,False
2013-01-15,0,False
2013-01-16,34,False
2013-01-17,34,False
2013-01-18,0,False
2013-01-19,0,False
2013-01-20,39,False
2013-01-21,0,False
2013-01-22,100,False
2013-01-23,0,False
2013-01-24,0,False
2013-01-25,0,False
2013-01-26,40,False
2013-01-27,0,False
2013-01-28,33,False
2013-01-29,0,False
2013-01-30,0,False
2013-01-31,34,False
