date,EA stock,isPartial
2013-03-01,39,False
2013-03-02,6,False
2013-03-03,9,False
2013-03-04,20,False
2013-03-05,23,False
2013-03-06,20,False
2013-03-07,51,False
2013-03-08,83,False
2013-03-09,32,False
2013-03-10,6,False
2013-03-11,45,False
2013-03-12,31,False
2013-03-13,31,False
2013-03-14,25,False
2013-03-15,21,False
2013-03-16,18,False
2013-03-17,11,False
2013-03-18,59,False
2013-03-19,100,False
2013-03-20,55,False
2013-03-21,35,False
2013-03-22,13,False
2013-03-23,18,False
2013-03-24,9,False
2013-03-25,24,False
2013-03-26,12,False
2013-03-27,20,False
2013-03-28,10,False
2013-03-29,17,False
2013-03-30,0,False
2013-03-31,12,False
