date,PHG stock,isPartial
2015-10-01,0,False
2015-10-02,54,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,76,False
2015-10-06,50,False
2015-10-07,51,False
2015-10-08,0,False
2015-10-09,0,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,0,False
2015-10-13,0,False
2015-10-14,0,False
2015-10-15,0,False
2015-10-16,52,False
2015-10-17,0,False
2015-10-18,0,False
2015-10-19,50,False
2015-10-20,0,False
2015-10-21,100,False
2015-10-22,51,False
2015-10-23,0,False
2015-10-24,59,False
2015-10-25,0,False
2015-10-26,0,False
2015-10-27,0,False
2015-10-28,0,False
2015-10-29,51,False
2015-10-30,0,False
2015-10-31,0,False
