date,AAPL stock,isPartial
2017-12-01,79,False
2017-12-02,23,False
2017-12-03,14,False
2017-12-04,93,False
2017-12-05,91,False
2017-12-06,83,False
2017-12-07,71,False
2017-12-08,74,False
2017-12-09,18,False
2017-12-10,12,False
2017-12-11,86,False
2017-12-12,80,False
2017-12-13,73,False
2017-12-14,76,False
2017-12-15,78,False
2017-12-16,21,False
2017-12-17,10,False
2017-12-18,71,False
2017-12-19,94,False
2017-12-20,73,False
2017-12-21,75,False
2017-12-22,77,False
2017-12-23,23,False
2017-12-24,13,False
2017-12-25,14,False
2017-12-26,97,False
2017-12-27,100,False
2017-12-28,94,False
2017-12-29,95,False
2017-12-30,23,False
2017-12-31,18,False
