date,SIRI stock,isPartial
2015-11-01,24,False
2015-11-02,100,False
2015-11-03,83,False
2015-11-04,83,False
2015-11-05,64,False
2015-11-06,67,False
2015-11-07,28,False
2015-11-08,23,False
2015-11-09,47,False
2015-11-10,76,False
2015-11-11,82,False
2015-11-12,74,False
2015-11-13,42,False
2015-11-14,28,False
2015-11-15,14,False
2015-11-16,76,False
2015-11-17,67,False
2015-11-18,68,False
2015-11-19,69,False
2015-11-20,62,False
2015-11-21,46,False
2015-11-22,32,False
2015-11-23,68,False
2015-11-24,67,False
2015-11-25,36,False
2015-11-26,29,False
2015-11-27,42,False
2015-11-28,23,False
2015-11-29,18,False
2015-11-30,62,False
