date,HAS stock,isPartial
2014-04-01,68,False
2014-04-02,66,False
2014-04-03,69,False
2014-04-04,77,False
2014-04-05,56,False
2014-04-06,56,False
2014-04-07,96,False
2014-04-08,95,False
2014-04-09,60,False
2014-04-10,80,False
2014-04-11,63,False
2014-04-12,45,False
2014-04-13,92,False
2014-04-14,64,False
2014-04-15,74,False
2014-04-16,84,False
2014-04-17,56,False
2014-04-18,47,False
2014-04-19,79,False
2014-04-20,59,False
2014-04-21,100,False
2014-04-22,92,False
2014-04-23,60,False
2014-04-24,87,False
2014-04-25,69,False
2014-04-26,46,False
2014-04-27,47,False
2014-04-28,63,False
2014-04-29,100,False
2014-04-30,92,False
