date,INTC stock,isPartial
2013-03-01,42,False
2013-03-02,0,False
2013-03-03,16,False
2013-03-04,66,False
2013-03-05,40,False
2013-03-06,72,False
2013-03-07,100,False
2013-03-08,62,False
2013-03-09,15,False
2013-03-10,15,False
2013-03-11,45,False
2013-03-12,71,False
2013-03-13,39,False
2013-03-14,20,False
2013-03-15,41,False
2013-03-16,15,False
2013-03-17,76,False
2013-03-18,32,False
2013-03-19,58,False
2013-03-20,59,False
2013-03-21,26,False
2013-03-22,54,False
2013-03-23,31,False
2013-03-24,31,False
2013-03-25,20,False
2013-03-26,39,False
2013-03-27,81,False
2013-03-28,42,False
2013-03-29,38,False
2013-03-30,32,False
2013-03-31,25,False
