,date,INTC,isPartial
20,2013-11-21,9.4,False
21,2013-11-22,20.0,False
22,2013-11-23,6.800000000000001,False
23,2013-11-24,4.0,False
24,2013-11-25,10.0,False
25,2013-11-26,11.8,False
26,2013-11-27,7.800000000000001,False
27,2013-11-28,5.0,False
28,2013-11-29,4.4,False
29,2013-11-30,2.0,False
0,2013-12-01,4.62,False
1,2013-12-02,13.02,False
2,2013-12-03,13.229999999999999,False
3,2013-12-04,10.709999999999999,False
4,2013-12-05,14.07,False
5,2013-12-06,17.009999999999998,False
6,2013-12-07,7.35,False
7,2013-12-08,4.41,False
8,2013-12-09,18.27,False
9,2013-12-10,15.54,False
10,2013-12-11,14.49,False
11,2013-12-12,14.91,False
12,2013-12-13,14.07,False
13,2013-12-14,4.2,False
14,2013-12-15,3.36,False
15,2013-12-16,10.29,False
16,2013-12-17,10.5,False
17,2013-12-18,16.59,False
18,2013-12-19,15.959999999999999,False
19,2013-12-20,14.7,False
20,2013-12-21,7.56,False
21,2013-12-22,2.1,False
22,2013-12-23,15.33,False
23,2013-12-24,21.0,False
24,2013-12-25,6.09,False
25,2013-12-26,14.28,False
26,2013-12-27,18.9,False
27,2013-12-28,7.77,False
28,2013-12-29,5.04,False
29,2013-12-30,18.27,False
30,2013-12-31,18.689999999999998,False
0,2014-01-01,4.93,False
1,2014-01-02,9.86,False
2,2014-01-03,9.86,False
3,2014-01-04,2.61,False
4,2014-01-05,1.16,False
5,2014-01-06,7.249999999999999,False
6,2014-01-07,11.02,False
7,2014-01-08,9.86,False
8,2014-01-09,7.829999999999999,False
9,2014-01-10,8.12,False
10,2014-01-11,4.35,False
11,2014-01-12,2.9,False
12,2014-01-13,6.67,False
13,2014-01-14,11.889999999999999,False
14,2014-01-15,18.27,False
15,2014-01-16,28.709999999999997,False
16,2014-01-17,28.999999999999996,False
17,2014-01-18,4.93,False
18,2014-01-19,4.06,False
19,2014-01-20,6.959999999999999,False
20,2014-01-21,9.86,False
21,2014-01-22,9.569999999999999,False
22,2014-01-23,11.02,False
23,2014-01-24,11.02,False
24,2014-01-25,2.9,False
25,2014-01-26,2.32,False
26,2014-01-27,6.67,False
27,2014-01-28,8.7,False
28,2014-01-29,9.569999999999999,False
29,2014-01-30,8.41,False
30,2014-01-31,8.7,False
0,2014-02-01,4.2,False
1,2014-02-02,3.4000000000000004,False
2,2014-02-03,12.600000000000001,False
3,2014-02-04,15.600000000000001,False
4,2014-02-05,12.600000000000001,False
5,2014-02-06,11.200000000000001,False
6,2014-02-07,15.4,False
7,2014-02-08,6.4,False
8,2014-02-09,3.8000000000000003,False
9,2014-02-10,9.8,False
10,2014-02-11,12.8,False
11,2014-02-12,20.0,False
12,2014-02-13,14.200000000000001,False
13,2014-02-14,15.0,False
14,2014-02-15,8.6,False
15,2014-02-16,3.4000000000000004,False
16,2014-02-17,7.0,False
17,2014-02-18,13.4,False
18,2014-02-19,13.600000000000001,False
19,2014-02-20,12.600000000000001,False
20,2014-02-21,14.4,False
21,2014-02-22,6.6000000000000005,False
22,2014-02-23,3.2,False
23,2014-02-24,15.0,False
24,2014-02-25,14.600000000000001,False
25,2014-02-26,12.8,False
26,2014-02-27,13.600000000000001,False
27,2014-02-28,12.4,False
0,2014-03-01,4.08,False
1,2014-03-02,8.5,False
2,2014-03-03,17.0,False
3,2014-03-04,13.770000000000001,False
4,2014-03-05,13.090000000000002,False
5,2014-03-06,14.96,False
6,2014-03-07,11.39,False
7,2014-03-08,3.4000000000000004,False
8,2014-03-09,2.04,False
9,2014-03-10,9.520000000000001,False
10,2014-03-11,8.33,False
11,2014-03-12,7.82,False
12,2014-03-13,10.200000000000001,False
13,2014-03-14,10.88,False
14,2014-03-15,6.630000000000001,False
15,2014-03-16,3.2300000000000004,False
16,2014-03-17,13.600000000000001,False
17,2014-03-18,13.430000000000001,False
18,2014-03-19,11.73,False
19,2014-03-20,10.200000000000001,False
20,2014-03-21,8.33,False
21,2014-03-22,4.590000000000001,False
22,2014-03-23,3.2300000000000004,False
23,2014-03-24,12.24,False
24,2014-03-25,8.33,False
25,2014-03-26,12.920000000000002,False
26,2014-03-27,11.22,False
27,2014-03-28,12.920000000000002,False
28,2014-03-29,4.590000000000001,False
29,2014-03-30,4.08,False
30,2014-03-31,12.24,False
0,2014-04-01,10.530000000000001,False
1,2014-04-02,6.210000000000001,False
2,2014-04-03,10.8,False
3,2014-04-04,13.5,False
4,2014-04-05,4.050000000000001,False
5,2014-04-06,2.97,False
6,2014-04-07,9.18,False
7,2014-04-08,14.040000000000001,False
8,2014-04-09,12.15,False
9,2014-04-10,10.260000000000002,False
10,2014-04-11,13.23,False
11,2014-04-12,4.59,False
12,2014-04-13,3.5100000000000002,False
13,2014-04-14,10.530000000000001,False
14,2014-04-15,22.68,False
15,2014-04-16,27.0,False
16,2014-04-17,13.770000000000001,False
17,2014-04-18,10.260000000000002,False
18,2014-04-19,3.24,False
19,2014-04-20,3.24,False
20,2014-04-21,10.530000000000001,False
21,2014-04-22,7.290000000000001,False
22,2014-04-23,11.07,False
23,2014-04-24,16.470000000000002,False
24,2014-04-25,10.8,False
25,2014-04-26,7.0200000000000005,False
26,2014-04-27,1.35,False
27,2014-04-28,9.18,False
28,2014-04-29,7.5600000000000005,False
29,2014-04-30,11.610000000000001,False
0,2014-05-01,12.6,False
1,2014-05-02,15.299999999999999,False
2,2014-05-03,5.22,False
3,2014-05-04,7.199999999999999,False
4,2014-05-05,14.399999999999999,False
5,2014-05-06,8.82,False
6,2014-05-07,10.44,False
7,2014-05-08,16.02,False
8,2014-05-09,12.6,False
9,2014-05-10,4.5,False
10,2014-05-11,2.52,False
11,2014-05-12,11.879999999999999,False
12,2014-05-13,9.719999999999999,False
13,2014-05-14,5.58,False
