date,KO stock,isPartial
2017-01-01,28,False
2017-01-02,20,False
2017-01-03,99,False
2017-01-04,68,False
2017-01-05,81,False
2017-01-06,79,False
2017-01-07,29,False
2017-01-08,29,False
2017-01-09,66,False
2017-01-10,70,False
2017-01-11,51,False
2017-01-12,74,False
2017-01-13,68,False
2017-01-14,30,False
2017-01-15,29,False
2017-01-16,15,False
2017-01-17,68,False
2017-01-18,61,False
2017-01-19,69,False
2017-01-20,45,False
2017-01-21,29,False
2017-01-22,20,False
2017-01-23,54,False
2017-01-24,83,False
2017-01-25,62,False
2017-01-26,100,False
2017-01-27,64,False
2017-01-28,21,False
2017-01-29,20,False
2017-01-30,71,False
2017-01-31,65,False
