date,MDLZ stock,isPartial
2018-04-01,0,False
2018-04-02,0,False
2018-04-03,41,False
2018-04-04,61,False
2018-04-05,0,False
2018-04-06,43,False
2018-04-07,0,False
2018-04-08,0,False
2018-04-09,40,False
2018-04-10,100,False
2018-04-11,79,False
2018-04-12,81,False
2018-04-13,85,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,80,False
2018-04-17,40,False
2018-04-18,41,False
2018-04-19,62,False
2018-04-20,64,False
2018-04-21,48,False
2018-04-22,0,False
2018-04-23,79,False
2018-04-24,40,False
2018-04-25,81,False
2018-04-26,81,False
2018-04-27,65,False
2018-04-28,0,False
2018-04-29,0,False
2018-04-30,41,False
