date,MAT stock,isPartial
2015-10-01,22,False
2015-10-02,58,False
2015-10-03,52,False
2015-10-04,26,False
2015-10-05,55,False
2015-10-06,22,False
2015-10-07,0,False
2015-10-08,44,False
2015-10-09,34,False
2015-10-10,26,False
2015-10-11,26,False
2015-10-12,45,False
2015-10-13,33,False
2015-10-14,55,False
2015-10-15,100,False
2015-10-16,46,False
2015-10-17,26,False
2015-10-18,0,False
2015-10-19,43,False
2015-10-20,43,False
2015-10-21,33,False
2015-10-22,44,False
2015-10-23,23,False
2015-10-24,52,False
2015-10-25,25,False
2015-10-26,43,False
2015-10-27,43,False
2015-10-28,43,False
2015-10-29,22,False
2015-10-30,23,False
2015-10-31,26,False
