date,COST stock,isPartial
2017-07-01,54,False
2017-07-02,38,False
2017-07-03,53,False
2017-07-04,53,False
2017-07-05,56,False
2017-07-06,87,False
2017-07-07,83,False
2017-07-08,55,False
2017-07-09,55,False
2017-07-10,93,False
2017-07-11,87,False
2017-07-12,77,False
2017-07-13,87,False
2017-07-14,72,False
2017-07-15,55,False
2017-07-16,56,False
2017-07-17,91,False
2017-07-18,97,False
2017-07-19,82,False
2017-07-20,89,False
2017-07-21,78,False
2017-07-22,46,False
2017-07-23,48,False
2017-07-24,88,False
2017-07-25,83,False
2017-07-26,79,False
2017-07-27,92,False
2017-07-28,74,False
2017-07-29,50,False
2017-07-30,57,False
2017-07-31,100,False
