date,MCD stock,isPartial
2018-05-01,100,False
2018-05-02,58,False
2018-05-03,59,False
2018-05-04,82,False
2018-05-05,27,False
2018-05-06,8,False
2018-05-07,62,False
2018-05-08,78,False
2018-05-09,59,False
2018-05-10,63,False
2018-05-11,51,False
2018-05-12,31,False
2018-05-13,15,False
2018-05-14,49,False
2018-05-15,42,False
2018-05-16,52,False
2018-05-17,33,False
2018-05-18,24,False
2018-05-19,8,False
2018-05-20,0,False
2018-05-21,27,False
2018-05-22,58,False
2018-05-23,46,False
2018-05-24,30,False
2018-05-25,66,False
2018-05-26,8,False
2018-05-27,15,False
2018-05-28,20,False
2018-05-29,45,False
2018-05-30,46,False
2018-05-31,37,False
