date,DIS stock,isPartial
2018-04-01,11,False
2018-04-02,64,False
2018-04-03,100,False
2018-04-04,31,False
2018-04-05,50,False
2018-04-06,38,False
2018-04-07,17,False
2018-04-08,4,False
2018-04-09,49,False
2018-04-10,59,False
2018-04-11,43,False
2018-04-12,37,False
2018-04-13,42,False
2018-04-14,8,False
2018-04-15,6,False
2018-04-16,56,False
2018-04-17,56,False
2018-04-18,44,False
2018-04-19,54,False
2018-04-20,55,False
2018-04-21,19,False
2018-04-22,6,False
2018-04-23,27,False
2018-04-24,48,False
2018-04-25,59,False
2018-04-26,44,False
2018-04-27,68,False
2018-04-28,22,False
2018-04-29,27,False
2018-04-30,81,False
