date,MAT stock,isPartial
2014-01-01,56,False
2014-01-02,68,False
2014-01-03,45,False
2014-01-04,50,False
2014-01-05,99,False
2014-01-06,65,False
2014-01-07,85,False
2014-01-08,42,False
2014-01-09,85,False
2014-01-10,44,False
2014-01-11,50,False
2014-01-12,0,False
2014-01-13,56,False
2014-01-14,84,False
2014-01-15,42,False
2014-01-16,85,False
2014-01-17,73,False
2014-01-18,50,False
2014-01-19,49,False
2014-01-20,42,False
2014-01-21,83,False
2014-01-22,82,False
2014-01-23,63,False
2014-01-24,43,False
2014-01-25,100,False
2014-01-26,49,False
2014-01-27,41,False
2014-01-28,41,False
2014-01-29,69,False
2014-01-30,85,False
2014-01-31,87,False
