date,SIRI stock,isPartial
2013-01-01,25,False
2013-01-02,84,False
2013-01-03,93,False
2013-01-04,85,False
2013-01-05,26,False
2013-01-06,39,False
2013-01-07,93,False
2013-01-08,95,False
2013-01-09,89,False
2013-01-10,71,False
2013-01-11,87,False
2013-01-12,51,False
2013-01-13,19,False
2013-01-14,73,False
2013-01-15,69,False
2013-01-16,64,False
2013-01-17,62,False
2013-01-18,86,False
2013-01-19,22,False
2013-01-20,28,False
2013-01-21,29,False
2013-01-22,53,False
2013-01-23,64,False
2013-01-24,100,False
2013-01-25,42,False
2013-01-26,44,False
2013-01-27,19,False
2013-01-28,84,False
2013-01-29,89,False
2013-01-30,68,False
2013-01-31,43,False
