date,GS stock,isPartial
2014-01-01,26,False
2014-01-02,21,False
2014-01-03,74,False
2014-01-04,47,False
2014-01-05,47,False
2014-01-06,51,False
2014-01-07,20,False
2014-01-08,70,False
2014-01-09,60,False
2014-01-10,31,False
2014-01-11,46,False
2014-01-12,23,False
2014-01-13,29,False
2014-01-14,39,False
2014-01-15,49,False
2014-01-16,100,False
2014-01-17,72,False
2014-01-18,94,False
2014-01-19,23,False
2014-01-20,59,False
2014-01-21,58,False
2014-01-22,38,False
2014-01-23,20,False
2014-01-24,20,False
2014-01-25,46,False
2014-01-26,46,False
2014-01-27,48,False
2014-01-28,0,False
2014-01-29,58,False
2014-01-30,70,False
2014-01-31,21,False
