date,FB stock,isPartial
2016-05-01,19,False
2016-05-02,91,False
2016-05-03,100,False
2016-05-04,89,False
2016-05-05,90,False
2016-05-06,85,False
2016-05-07,26,False
2016-05-08,23,False
2016-05-09,82,False
2016-05-10,100,False
2016-05-11,96,False
2016-05-12,90,False
2016-05-13,82,False
2016-05-14,19,False
2016-05-15,19,False
2016-05-16,83,False
2016-05-17,81,False
2016-05-18,74,False
2016-05-19,70,False
2016-05-20,67,False
2016-05-21,27,False
2016-05-22,11,False
2016-05-23,58,False
2016-05-24,81,False
2016-05-25,86,False
2016-05-26,70,False
2016-05-27,75,False
2016-05-28,21,False
2016-05-29,16,False
2016-05-30,18,False
2016-05-31,72,False
